Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10566760,2,"Friday, September 28, 2012 14:48:11 UTC",65.4481,-148.0133,1.0,11.60,14,"northern Alaska"
ak,10566752,2,"Friday, September 28, 2012 14:29:42 UTC",61.4278,-151.9485,2.1,102.90,39,"Southern Alaska"
us,c000cxje,6,"Friday, September 28, 2012 14:25:47 UTC",13.7515,120.7697,4.8,141.00,37,"Mindoro, Philippines"
ak,10568734,2,"Friday, September 28, 2012 14:25:01 UTC",63.2025,-150.8151,1.4,123.30,16,"Central Alaska"
ak,10568733,2,"Friday, September 28, 2012 14:22:26 UTC",51.5253,-178.1093,2.1,13.40,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566750,2,"Friday, September 28, 2012 14:21:05 UTC",54.5736,-162.5361,2.6,13.20,15,"Alaska Peninsula"
nc,71849240,0,"Friday, September 28, 2012 14:14:22 UTC",38.8148,-122.8160,1.2,1.50,21,"Northern California"
uw,60457037,3,"Friday, September 28, 2012 14:14:00 UTC",46.2347,-122.1168,1.4,9.80,40,"Mount St. Helens area, Washington"
ak,10566743,2,"Friday, September 28, 2012 14:12:22 UTC",62.3233,-151.0531,1.9,72.20,41,"Central Alaska"
uw,60457022,3,"Friday, September 28, 2012 13:46:00 UTC",46.2323,-122.1118,2.7,9.40,46,"Mount St. Helens area, Washington"
ak,10566739,2,"Friday, September 28, 2012 13:40:52 UTC",51.4643,-178.1508,1.5,15.90,18,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272007,0,"Friday, September 28, 2012 13:37:18 UTC",19.3658,-64.1843,3.7,90.00, 5,"Virgin Islands region"
ak,10568729,2,"Friday, September 28, 2012 13:20:13 UTC",57.5859,-154.8872,2.0,81.60,24,"Kodiak Island region, Alaska"
ak,10566736,2,"Friday, September 28, 2012 13:04:50 UTC",51.5217,-178.1887,3.0,23.70,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566734,2,"Friday, September 28, 2012 13:03:08 UTC",51.6125,-178.0514,2.6,13.20,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566735,2,"Friday, September 28, 2012 12:59:44 UTC",61.7746,-150.4209,1.4,49.00,22,"Southern Alaska"
ak,10566731,2,"Friday, September 28, 2012 12:51:46 UTC",64.4596,-146.7784,1.2,6.20,21,"Central Alaska"
ak,10566727,2,"Friday, September 28, 2012 12:45:46 UTC",64.7084,-147.3632,1.0,10.20,16,"Central Alaska"
ak,10566725,2,"Friday, September 28, 2012 12:36:26 UTC",51.4864,-178.1007,3.1,11.80,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566723,2,"Friday, September 28, 2012 12:26:57 UTC",51.4997,-178.1952,3.0,18.90,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566721,2,"Friday, September 28, 2012 12:25:53 UTC",51.6356,-178.0679,1.4,25.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566720,2,"Friday, September 28, 2012 12:25:34 UTC",63.3388,-145.4044,1.5,6.50,19,"Central Alaska"
ak,10568719,2,"Friday, September 28, 2012 12:21:29 UTC",51.5996,-178.1024,1.7,22.80,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568718,2,"Friday, September 28, 2012 12:16:18 UTC",51.5244,-178.2277,1.2,31.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849225,1,"Friday, September 28, 2012 12:13:59 UTC",38.7878,-122.7715,1.2,3.70,23,"Northern California"
ak,10566717,2,"Friday, September 28, 2012 12:13:13 UTC",51.6057,-178.0771,2.9,13.40,21,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cxia,6,"Friday, September 28, 2012 12:11:48 UTC",13.4852,144.4750,4.6,110.30,81,"Guam region"
ak,10566716,2,"Friday, September 28, 2012 12:07:00 UTC",51.4741,-178.1799,2.3,16.50,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568715,2,"Friday, September 28, 2012 12:05:59 UTC",51.6376,-178.0771,1.5,26.30,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566715,2,"Friday, September 28, 2012 12:02:18 UTC",51.5652,-177.9953,2.7,9.20,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566712,2,"Friday, September 28, 2012 11:47:18 UTC",51.6260,-178.0870,2.0,25.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566707,2,"Friday, September 28, 2012 11:40:15 UTC",64.2072,-148.2425,1.0,4.70,20,"Central Alaska"
us,c000cxhy,8,"Friday, September 28, 2012 11:36:58 UTC",36.8520,143.6687,4.9,22.10,191,"off the east coast of Honshu, Japan"
ak,10568711,2,"Friday, September 28, 2012 11:29:16 UTC",51.6397,-178.1217,1.3,25.60, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566705,2,"Friday, September 28, 2012 11:24:13 UTC",51.5624,-178.1039,1.3,15.90,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566704,2,"Friday, September 28, 2012 11:21:05 UTC",51.6052,-178.0400,2.2,12.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566700,2,"Friday, September 28, 2012 11:05:46 UTC",62.7529,-150.6388,1.6,84.80,31,"Central Alaska"
ak,10566699,2,"Friday, September 28, 2012 11:01:04 UTC",51.5530,-178.1989,2.3,29.60,19,"Andreanof Islands, Aleutian Islands, Alaska"
mb,12774587,2,"Friday, September 28, 2012 10:53:43 UTC",48.0075,-103.4776,3.3,0.70, 6,"North Dakota"
ak,10566698,2,"Friday, September 28, 2012 10:48:17 UTC",51.6201,-178.0681,2.2,21.50,19,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849195,2,"Friday, September 28, 2012 10:27:14 UTC",36.4597,-121.0370,1.8,5.30,45,"Central California"
nc,71849190,0,"Friday, September 28, 2012 10:23:31 UTC",38.8247,-122.7947,1.2,2.10,23,"Northern California"
nc,71849185,3,"Friday, September 28, 2012 10:20:51 UTC",38.8243,-122.7945,2.5,2.20,69,"Northern California"
ak,10568705,2,"Friday, September 28, 2012 10:20:13 UTC",51.5469,-178.1821,1.6,28.00,14,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cxhh,5,"Friday, September 28, 2012 10:18:35 UTC",-24.1359,-66.7989,4.2,184.10,21,"Salta, Argentina"
ak,10566691,2,"Friday, September 28, 2012 10:12:26 UTC",51.5156,-178.1257,4.1,16.20,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566690,2,"Friday, September 28, 2012 10:06:37 UTC",61.5213,-149.7743,1.6,31.00,29,"Southern Alaska"
ak,10566689,3,"Friday, September 28, 2012 10:06:00 UTC",55.5628,-161.6363,2.9,164.80,19,"Alaska Peninsula"
nm,092812b,A,"Friday, September 28, 2012 10:05:53 UTC",36.4403,-89.4880,1.3,7.20,20,"Tennessee"
nc,71849170,3,"Friday, September 28, 2012 09:35:13 UTC",38.8205,-122.8008,2.2,3.40,61,"Northern California"
nc,71849165,2,"Friday, September 28, 2012 09:31:12 UTC",37.2363,-122.0100,1.4,8.80,47,"San Francisco Bay area, California"
nc,71849160,2,"Friday, September 28, 2012 09:27:53 UTC",35.7190,-121.0347,1.0,6.80,30,"Central California"
pr,12272006,0,"Friday, September 28, 2012 09:17:35 UTC",19.5540,-64.2776,3.4,56.00,10,"Virgin Islands region"
ak,10566683,2,"Friday, September 28, 2012 09:14:19 UTC",52.2913,-167.3763,2.8,23.10,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10566682,2,"Friday, September 28, 2012 09:07:16 UTC",51.5906,-178.1878,1.2,27.60,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222121,2,"Friday, September 28, 2012 08:40:15 UTC",33.6243,-116.7200,1.0,17.70,62,"Southern California"
ak,10568699,2,"Friday, September 28, 2012 08:28:04 UTC",51.6360,-178.0689,1.3,23.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568698,2,"Friday, September 28, 2012 08:27:36 UTC",61.7108,-149.8687,1.4,46.60,20,"Southern Alaska"
ak,10566679,2,"Friday, September 28, 2012 08:18:41 UTC",51.4695,-178.2434,1.7,28.40,17,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222105,2,"Friday, September 28, 2012 08:15:37 UTC",33.7135,-116.7602,1.1,18.10,40,"Southern California"
ak,10568696,2,"Friday, September 28, 2012 08:13:15 UTC",51.5097,-178.0720,1.3,13.40,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849140,2,"Friday, September 28, 2012 08:04:27 UTC",39.7332,-120.6307,1.0,11.10,13,"Northern California"
ak,10568695,2,"Friday, September 28, 2012 07:58:05 UTC",61.3229,-152.4822,1.7,1.40,19,"Southern Alaska"
ak,10566675,2,"Friday, September 28, 2012 07:57:30 UTC",61.3262,-152.4647,1.7,1.30,18,"Southern Alaska"
ak,10568693,2,"Friday, September 28, 2012 07:44:14 UTC",62.2219,-153.4306,1.5,4.50,23,"Central Alaska"
nc,71849130,1,"Friday, September 28, 2012 07:24:02 UTC",38.8187,-122.7988,1.4,2.80,24,"Northern California"
nc,71849135,6,"Friday, September 28, 2012 07:23:09 UTC",36.6628,-122.8695,2.1,5.90,39,"offshore Northern California"
ak,10566665,2,"Friday, September 28, 2012 07:11:33 UTC",60.7503,-146.9114,1.9,19.80,29,"Southern Alaska"
ak,10566666,2,"Friday, September 28, 2012 07:09:38 UTC",51.6253,-178.1205,1.3,28.10,11,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849120,3,"Friday, September 28, 2012 07:03:57 UTC",39.7942,-123.1522,1.6,8.00,36,"Northern California"
ci,15222089,2,"Friday, September 28, 2012 06:59:56 UTC",35.5162,-118.4215,1.1,7.30,32,"Central California"
ak,10568690,2,"Friday, September 28, 2012 06:57:14 UTC",63.1137,-151.4907,1.0,8.80,17,"Central Alaska"
ak,10568689,2,"Friday, September 28, 2012 06:52:37 UTC",51.5113,-177.9475,1.5,12.00,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568688,2,"Friday, September 28, 2012 06:49:51 UTC",66.5312,-147.1282,1.4,12.60,13,"northern Alaska"
nm,092812a,B,"Friday, September 28, 2012 06:40:52 UTC",36.0673,-89.7998,2.2,8.90,28,"southeastern Missouri"
ak,10566659,2,"Friday, September 28, 2012 06:34:04 UTC",51.6043,-178.0199,1.9,19.40,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568686,2,"Friday, September 28, 2012 06:31:09 UTC",51.5248,-178.1855,1.2,29.20,14,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849095,0,"Friday, September 28, 2012 06:21:36 UTC",38.8433,-122.8315,1.0,2.20,21,"Northern California"
nc,71849090,3,"Friday, September 28, 2012 06:17:59 UTC",38.7895,-122.7357,2.3,2.10,62,"Northern California"
ak,10566654,2,"Friday, September 28, 2012 06:08:31 UTC",51.6018,-178.0732,2.0,21.20,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568684,2,"Friday, September 28, 2012 06:01:06 UTC",51.4529,-178.1908,1.8,13.10,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566652,2,"Friday, September 28, 2012 05:58:40 UTC",51.5409,-178.1688,2.1,28.10,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566651,2,"Friday, September 28, 2012 05:54:58 UTC",51.5651,-178.1182,2.8,13.10,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566644,2,"Friday, September 28, 2012 05:35:01 UTC",51.5486,-178.0231,3.2,13.10,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568680,2,"Friday, September 28, 2012 05:32:32 UTC",51.6581,-177.9940,2.2,25.30,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568679,2,"Friday, September 28, 2012 05:27:45 UTC",51.5489,-178.1569,1.4,22.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272005,0,"Friday, September 28, 2012 05:21:00 UTC",19.6501,-64.4190,2.7,25.00, 3,"Virgin Islands region"
ak,10568678,2,"Friday, September 28, 2012 05:15:34 UTC",51.5455,-178.1388,1.8,23.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566639,2,"Friday, September 28, 2012 04:53:21 UTC",63.3342,-151.7429,1.0,8.80,12,"Central Alaska"
ci,15222065,2,"Friday, September 28, 2012 04:48:03 UTC",34.4727,-117.9855,1.1,11.10,27,"Southern California"
nc,71849045,1,"Friday, September 28, 2012 04:43:31 UTC",38.7877,-122.7488,1.4,3.30,27,"Northern California"
us,2012gbad,3,"Friday, September 28, 2012 04:39:01 UTC",-11.8538,-76.3248,4.3,103.00,11,"central Peru"
ak,10568676,2,"Friday, September 28, 2012 04:30:09 UTC",51.7618,-177.0620,1.1,10.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60405411,2,"Friday, September 28, 2012 04:28:25 UTC",19.1913,-155.6027,2.7,8.20,38,"Island of Hawaii, Hawaii"
nc,71849290,2,"Friday, September 28, 2012 04:27:44 UTC",40.0930,-121.5670,1.1,8.40,12,"Northern California"
pr,12272004,0,"Friday, September 28, 2012 04:12:44 UTC",19.5884,-64.3338,2.8,12.00, 3,"Virgin Islands region"
ak,10566632,2,"Friday, September 28, 2012 04:12:27 UTC",51.6315,-178.1003,2.4,16.90,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568674,2,"Friday, September 28, 2012 04:04:36 UTC",51.5533,-178.1603,1.9,19.20,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566628,2,"Friday, September 28, 2012 04:04:25 UTC",64.4951,-148.9649,1.6,13.80,24,"Central Alaska"
nc,71849035,2,"Friday, September 28, 2012 04:00:21 UTC",39.7078,-120.3387,1.3,14.70,20,"Northern California"
ak,10568672,2,"Friday, September 28, 2012 03:50:55 UTC",51.5198,-178.1798,1.9,29.90,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566624,2,"Friday, September 28, 2012 03:38:04 UTC",63.6343,-147.3333,1.3,6.40,22,"Central Alaska"
nc,71849020,2,"Friday, September 28, 2012 03:33:31 UTC",39.8172,-120.7092,1.4,10.00,16,"Northern California"
ak,10568670,2,"Friday, September 28, 2012 03:30:10 UTC",51.5148,-178.0825,1.7,13.30,15,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cxev,8,"Friday, September 28, 2012 03:11:51 UTC",-31.5102,-67.9189,4.1,111.70,30,"San Juan, Argentina"
ci,15222033,2,"Friday, September 28, 2012 02:57:36 UTC",33.0272,-116.4270,2.1,9.50,86,"Southern California"
ci,37093836,4,"Friday, September 28, 2012 02:52:41 UTC",33.1522,-116.0133,1.1,4.60,23,"Southern California"
ci,15222025,2,"Friday, September 28, 2012 02:52:30 UTC",32.1348,-115.7177,1.9,6.80,14,"Baja California, Mexico"
nc,71849010,4,"Friday, September 28, 2012 02:38:38 UTC",35.9490,-120.0227,2.1,12.00,79,"Central California"
ak,10566614,2,"Friday, September 28, 2012 02:32:55 UTC",63.0988,-150.7993,1.5,120.20,27,"Central Alaska"
ak,10568668,2,"Friday, September 28, 2012 02:21:33 UTC",51.6358,-178.1605,1.7,26.00,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568666,2,"Friday, September 28, 2012 02:15:14 UTC",51.5037,-178.1903,1.8,16.70,17,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849005,0,"Friday, September 28, 2012 02:07:52 UTC",38.8142,-122.8147,1.1,3.20,22,"Northern California"
nc,71849000,1,"Friday, September 28, 2012 02:05:24 UTC",38.7673,-122.7435,1.8,0.90,27,"Northern California"
ak,10568665,2,"Friday, September 28, 2012 02:03:32 UTC",51.6438,-178.0629,2.3,21.90,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566571,2,"Friday, September 28, 2012 01:49:36 UTC",51.6142,-178.0210,2.9,19.20,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568663,2,"Friday, September 28, 2012 01:48:50 UTC",62.4056,-151.3240,1.4,82.00,17,"Central Alaska"
ak,10566570,2,"Friday, September 28, 2012 01:45:08 UTC",51.4351,-178.1606,2.7,10.50,21,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272003,0,"Friday, September 28, 2012 01:35:46 UTC",18.0193,-65.3920,3.1,24.00,16,"Puerto Rico region"
ak,10566557,2,"Friday, September 28, 2012 01:15:58 UTC",51.5520,-178.1171,3.1,13.70,29,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15221993,3,"Friday, September 28, 2012 01:11:17 UTC",34.3612,-116.6655,1.1,6.20,25,"Southern California"
ak,10568660,2,"Friday, September 28, 2012 01:05:26 UTC",51.5845,-178.0501,2.3,21.80,15,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272002,0,"Friday, September 28, 2012 01:04:57 UTC",19.0412,-67.8237,2.9,17.00,12,"Dominican Republic region"
ci,15221985,2,"Friday, September 28, 2012 00:49:58 UTC",35.7887,-117.6272,1.0,7.70,23,"Southern California"
ak,10566535,2,"Friday, September 28, 2012 00:47:49 UTC",63.5901,-148.9556,1.0,7.60,19,"Central Alaska"
ak,10566534,2,"Friday, September 28, 2012 00:46:19 UTC",51.5836,-178.0392,2.6,13.30,20,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272000,0,"Friday, September 28, 2012 00:41:53 UTC",19.5613,-64.3470,3.4,55.00, 7,"Virgin Islands region"
pr,12272001,0,"Friday, September 28, 2012 00:31:57 UTC",19.6401,-64.3701,3.4,8.00,13,"Virgin Islands region"
uw,60456922,2,"Friday, September 28, 2012 00:25:56 UTC",45.6482,-124.0642,1.9,19.20,23,"offshore Oregon"
hv,60405336,2,"Friday, September 28, 2012 00:19:10 UTC",19.2940,-155.2718,1.9,6.80,49,"Island of Hawaii, Hawaii"
ci,37093788,2,"Friday, September 28, 2012 00:04:53 UTC",32.9097,-115.4950,1.5,13.80,19,"Southern California"
ak,10568654,2,"Friday, September 28, 2012 00:03:54 UTC",51.5901,-178.1670,1.2,25.90,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566518,2,"Friday, September 28, 2012 00:00:13 UTC",51.5063,-178.2103,2.9,26.60,27,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12271004,0,"Thursday, September 27, 2012 23:59:39 UTC",18.5461,-68.9629,3.2,101.00, 8,"Dominican Republic"
us,c000cxd5,6,"Thursday, September 27, 2012 23:53:49 UTC",-8.8245,157.5572,6.0,10.00,189,"Solomon Islands"
ak,10566507,2,"Thursday, September 27, 2012 23:38:47 UTC",51.5740,-178.1962,2.2,38.80,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566506,2,"Thursday, September 27, 2012 23:38:00 UTC",51.4320,-178.1634,2.2,17.50,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566500,2,"Thursday, September 27, 2012 23:23:42 UTC",51.4928,-178.1373,2.4,18.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569986,2,"Thursday, September 27, 2012 23:22:24 UTC",51.5729,-178.0873,1.8,23.40, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569985,2,"Thursday, September 27, 2012 23:19:50 UTC",51.4969,-178.2187,2.0,36.60, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566499,2,"Thursday, September 27, 2012 23:18:10 UTC",51.6166,-178.0759,2.0,17.80, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566488,2,"Thursday, September 27, 2012 23:04:33 UTC",51.4749,-178.1069,2.2,13.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569982,2,"Thursday, September 27, 2012 23:02:28 UTC",51.4788,-178.1618,2.0,15.70,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569981,2,"Thursday, September 27, 2012 23:01:06 UTC",51.4846,-178.1439,1.9,20.10, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566483,2,"Thursday, September 27, 2012 22:59:52 UTC",61.7293,-148.2419,1.5,12.50,12,"Southern Alaska"
ak,10566473,2,"Thursday, September 27, 2012 22:49:37 UTC",62.3762,-151.4786,2.1,84.30,31,"Central Alaska"
ak,10569978,2,"Thursday, September 27, 2012 22:44:23 UTC",51.5923,-178.1287,1.9,32.20, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566368,2,"Thursday, September 27, 2012 22:22:14 UTC",51.5044,-178.2147,2.0,25.50,11,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cx8f,8,"Thursday, September 27, 2012 22:18:21 UTC",-22.9051,-68.6202,4.8,86.10,192,"Antofagasta, Chile"
ak,10566366,2,"Thursday, September 27, 2012 22:15:34 UTC",51.5940,-178.1235,1.8,18.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569975,2,"Thursday, September 27, 2012 22:10:35 UTC",51.4904,-178.1459,1.9,21.60, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566363,2,"Thursday, September 27, 2012 22:09:18 UTC",51.4626,-178.1320,2.0,13.00,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566362,2,"Thursday, September 27, 2012 22:04:19 UTC",51.6312,-178.0720,2.1,21.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569971,2,"Thursday, September 27, 2012 22:02:56 UTC",51.6688,-178.0958,1.8,26.30, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569970,2,"Thursday, September 27, 2012 21:59:35 UTC",51.4753,-178.2296,2.2,28.50, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569969,2,"Thursday, September 27, 2012 21:55:58 UTC",51.5300,-178.1763,1.9,28.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569968,2,"Thursday, September 27, 2012 21:52:55 UTC",51.5439,-178.1797,2.1,29.40, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569967,2,"Thursday, September 27, 2012 21:31:23 UTC",51.3849,-178.1733,2.1,15.80, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569966,2,"Thursday, September 27, 2012 21:18:30 UTC",51.5811,-178.0575,2.1,13.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566354,2,"Thursday, September 27, 2012 21:17:09 UTC",51.4130,-178.2788,2.3,31.60,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566353,2,"Thursday, September 27, 2012 21:14:32 UTC",51.5394,-178.1507,2.2,13.20, 9,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60405286,2,"Thursday, September 27, 2012 21:11:18 UTC",18.8975,-155.3843,2.3,16.50,41,"Hawaii region, Hawaii"
pr,12271003,0,"Thursday, September 27, 2012 21:06:04 UTC",19.6315,-64.2246,3.3,62.00, 7,"Virgin Islands region"
ak,10569963,2,"Thursday, September 27, 2012 21:01:27 UTC",51.5663,-178.0790,1.6,13.20, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566340,2,"Thursday, September 27, 2012 20:54:25 UTC",51.5678,-178.0548,3.1,4.30,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566336,2,"Thursday, September 27, 2012 20:45:18 UTC",51.5375,-178.1079,2.5,13.10,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569960,2,"Thursday, September 27, 2012 20:43:36 UTC",51.6248,-178.0561,1.9,22.70, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71848945,2,"Thursday, September 27, 2012 20:31:35 UTC",37.5260,-118.7822,1.0,6.80,29,"Central California"
ak,10566333,2,"Thursday, September 27, 2012 20:26:17 UTC",51.5072,-178.0885,2.7,13.20,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569958,2,"Thursday, September 27, 2012 20:13:20 UTC",51.6270,-178.0849,1.9,20.90, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569957,2,"Thursday, September 27, 2012 20:09:03 UTC",51.5244,-178.0966,2.1,16.50,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569956,2,"Thursday, September 27, 2012 19:50:25 UTC",60.6738,-151.2169,1.7,54.80,12,"Kenai Peninsula, Alaska"
ak,10569955,2,"Thursday, September 27, 2012 19:45:29 UTC",51.5483,-178.1410,1.7,28.50, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566313,2,"Thursday, September 27, 2012 19:37:43 UTC",51.6185,-178.0331,2.3,21.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566311,2,"Thursday, September 27, 2012 19:32:41 UTC",64.9977,-147.4014,1.3,0.00, 9,"Central Alaska"
ak,10569952,2,"Thursday, September 27, 2012 19:32:15 UTC",51.4191,-178.1895,1.9,19.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569951,2,"Thursday, September 27, 2012 19:31:08 UTC",51.5504,-178.0720,2.1,19.30, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566306,2,"Thursday, September 27, 2012 19:25:28 UTC",63.9230,-148.9007,1.9,0.00,16,"Central Alaska"
nc,71848905,2,"Thursday, September 27, 2012 19:22:52 UTC",39.2392,-120.0995,1.3,7.00,10,"Northern California"
ak,10569949,2,"Thursday, September 27, 2012 19:14:48 UTC",51.5858,-178.0802,1.9,13.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566293,2,"Thursday, September 27, 2012 19:05:39 UTC",51.5515,-178.1505,2.0,22.00,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569947,2,"Thursday, September 27, 2012 19:04:48 UTC",51.5268,-178.0919,1.9,15.80, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569946,2,"Thursday, September 27, 2012 18:57:09 UTC",51.4732,-178.1972,1.8,20.10, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569945,2,"Thursday, September 27, 2012 18:56:27 UTC",51.5607,-178.0906,2.0,20.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71848915,3,"Thursday, September 27, 2012 18:52:18 UTC",36.1828,-120.3967,1.2,5.60,21,"Central California"
ak,10569944,2,"Thursday, September 27, 2012 18:51:20 UTC",51.5703,-178.1264,1.9,22.90, 8,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60456762,1,"Thursday, September 27, 2012 18:47:59 UTC",44.6177,-122.8173,2.1,0.00, 5,"Oregon"
ak,10566282,2,"Thursday, September 27, 2012 18:37:28 UTC",59.5082,-152.8507,2.2,93.40,23,"Southern Alaska"
ak,10569942,2,"Thursday, September 27, 2012 18:31:45 UTC",51.5594,-178.1594,2.1,22.70, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569941,2,"Thursday, September 27, 2012 18:26:48 UTC",51.4471,-178.1883,2.1,21.80, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566270,2,"Thursday, September 27, 2012 18:02:28 UTC",51.3905,-178.2173,2.8,9.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566268,2,"Thursday, September 27, 2012 17:59:42 UTC",63.6082,-151.4539,1.0,10.60, 7,"Central Alaska"
hv,60405216,1,"Thursday, September 27, 2012 17:55:21 UTC",19.6572,-155.9882,2.3,43.60,30,"Island of Hawaii, Hawaii"
nc,71848855,0,"Thursday, September 27, 2012 17:52:16 UTC",38.7933,-122.7470,1.2,1.40,21,"Northern California"
nc,71848850,0,"Thursday, September 27, 2012 17:51:09 UTC",38.8222,-122.8007,1.1,0.00,19,"Northern California"
ak,10569938,2,"Thursday, September 27, 2012 17:50:34 UTC",51.6103,-178.0269,1.8,18.50,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71848840,3,"Thursday, September 27, 2012 17:47:52 UTC",38.8200,-122.8013,2.1,0.00,61,"Northern California"
